Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByIndex(findTestObject(""Page_ Fuse (Scott Patterson)/select_AlbertaBritish ColumbiaManitobaNew BrunswickNewfoundland and LabradorNorthwest TerritoriesNova ScotiaNunavutOntarioPrince Edward IslandQuebecSaskatchewanYukon""), 2)",Chrome 74.0.3729.169,,,2019-05-28 14:24:20,2019-05-28 14:24:20,0.135s,PASSED
OPTIONAL,Chrome 74.0.3729.169,,,2019-05-28 14:24:20,2019-05-28 14:24:20,0.000s,PASSED
,,,,,,,
Test Cases/Fuse/Embarq,Chrome 74.0.3729.169,,,2019-05-28 14:24:20,2019-05-28 14:24:31,11.214s,PASSED
"openBrowser(""http://uatfuse.clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:24:20,2019-05-28 14:24:23,2.491s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_usr""), ""scott.patterson@clearlink.com"")",Chrome 74.0.3729.169,,,2019-05-28 14:24:23,2019-05-28 14:24:23,0.206s,PASSED
"setText(findTestObject(""Page_Clearlink Authentication/input_to Insurance_pwd""), ""Homer4ver"")",Chrome 74.0.3729.169,,,2019-05-28 14:24:23,2019-05-28 14:24:23,0.093s,PASSED
"click(findTestObject(""Page_Clearlink Authentication/button_Login""))",Chrome 74.0.3729.169,,,2019-05-28 14:24:23,2019-05-28 14:24:27,4.228s,PASSED
"click(findTestObject(""Page_ Fuse (Scott Patterson)/a_ENCR""))",Chrome 74.0.3729.169,,,2019-05-28 14:24:27,2019-05-28 14:24:28,1.108s,PASSED
switchToWindowIndex(1),Chrome 74.0.3729.169,,,2019-05-28 14:24:28,2019-05-28 14:24:28,0.013s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Street Address _customer_addresses_primary_line1""), Address1)",Chrome 74.0.3729.169,,,2019-05-28 14:24:28,2019-05-28 14:24:31,2.357s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_First Name _customer_first_name""), firstname)",Chrome 74.0.3729.169,,,2019-05-28 14:24:31,2019-05-28 14:24:31,0.184s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_Last Name _customer_last_name""), lastname)",Chrome 74.0.3729.169,,,2019-05-28 14:24:31,2019-05-28 14:24:31,0.202s,PASSED
"setText(findTestObject(""Page_ Fuse (Scott Patterson)/input_ZipPostal Code _customer_addresses_primary_postal_code""), canadianzip)",Chrome 74.0.3729.169,,,2019-05-28 14:24:31,2019-05-28 14:24:31,0.137s,PASSED
"selectOptionByIndex(findTestObject(""Page_ Fuse (Scott Patterson)/select_AlbertaBritish ColumbiaManitobaNew BrunswickNewfoundland and LabradorNorthwest TerritoriesNova ScotiaNunavutOntarioPrince Edward IslandQuebecSaskatchewanYukon""), 2)",Chrome 74.0.3729.169,,,2019-05-28 14:24:31,2019-05-28 14:24:31,0.184s,PASSED
OPTIONAL,Chrome 74.0.3729.169,,,2019-05-28 14:24:31,2019-05-28 14:24:31,0.001s,PASSED
